1,1,7,0,1,"(anonymous)@286-286@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",286,286
27,4,156,2,29,"parseMemoryDir@284-312@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","parseMemoryDir","parseMemoryDir ( dir , entries )",284,312
26,5,134,0,64,"bootstrapFromMemoryFiles@250-313@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","bootstrapFromMemoryFiles","bootstrapFromMemoryFiles ( )",250,313
16,2,62,1,243,"tokenize@72-314@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","tokenize","tokenize ( text )",72,314
16,10,114,0,16,"(anonymous)@401-416@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",401,416
5,1,45,0,5,"(anonymous)@416-420@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",416,420
71,20,503,0,111,"init@324-434@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","init","init ( )",324,434
1,1,8,0,1,"(anonymous)@468-468@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",468,468
1,1,4,0,1,"(anonymous)@475-475@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",475,475
1,1,8,0,1,"(anonymous)@481-481@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",481,481
39,16,366,1,56,"getContext@440-495@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","getContext","getContext ( prompt )",440,495
10,3,60,1,10,"recordEdit@501-510@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","recordEdit","recordEdit ( file )",501,510
6,4,49,1,7,"feedback@516-522@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","feedback","feedback ( success )",516,522
23,14,224,2,27,"boostConfidence@524-550@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","boostConfidence","boostConfidence ( ids , amount )",524,550
2,3,20,0,2,"(anonymous)@586-587@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",586,587
52,17,428,0,64,"consolidate@556-619@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","consolidate","consolidate ( )",556,619
16,10,114,0,16,"(anonymous)@664-679@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",664,679
5,1,45,0,5,"(anonymous)@679-683@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",679,683
7,4,47,0,7,"(anonymous)@732-738@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",732,738
28,17,247,2,37,"saveSnapshot@711-747@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","saveSnapshot","saveSnapshot ( graph , ranked )",711,747
1,1,4,0,1,"(anonymous)@775-775@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",775,775
1,1,6,0,1,"(anonymous)@778-778@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",778,778
1,1,6,0,1,"(anonymous)@782-782@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",782,782
1,1,4,0,1,"(anonymous)@783-783@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",783,783
8,3,67,0,8,"(anonymous)@795-802@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",795,802
33,21,398,1,50,"stats@753-802@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","stats","stats ( outputJson )",753,802
1,1,6,0,1,"(anonymous)@819-819@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",819,819
1,1,6,0,1,"(anonymous)@821-821@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",821,821
1,1,6,0,1,"(anonymous)@822-822@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",822,822
1,1,6,0,1,"(anonymous)@823-823@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","(anonymous)","(anonymous)",823,823
1,2,17,0,1,"sign@919-919@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","sign","sign",919,919
1,1,24,0,1,"init@953-953@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","init","init ( )",953,953
1,1,10,0,1,"stats@954-954@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","stats","stats ( )",954,954
1,1,24,0,1,"consolidate@955-955@.\.claude\helpers\intelligence.cjs",".\.claude\helpers\intelligence.cjs","consolidate","consolidate ( )",955,955
85,1,14,1,85,"initializeDatabase@81-165@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","initializeDatabase","initializeDatabase ( db )",81,165
11,1,73,1,13,"constructor@172-184@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","constructor","constructor ( config )",172,184
11,2,75,2,15,"add@187-201@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","add","add ( patternId , embedding )",187,201
5,1,24,0,5,"(anonymous)@218-222@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",218,222
1,1,8,0,1,"(anonymous)@223-223@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",223,223
14,3,123,2,26,"search@204-229@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","search","search ( queryEmbedding , k )",204,229
9,2,63,1,11,"remove@232-242@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","remove","remove ( patternId )",232,242
3,1,11,0,3,"size@245-247@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","size","size ( )",245,247
10,3,102,2,10,"_cosineSimilarity@250-259@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_cosineSimilarity","_cosineSimilarity ( a , b )",250,259
3,1,19,2,3,"_cosineDistance@262-264@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_cosineDistance","_cosineDistance ( a , b )",262,264
20,7,180,2,27,"_insertIntoGraph@267-293@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_insertIntoGraph","_insertIntoGraph ( vectorId , vector )",267,293
4,1,18,0,4,"(anonymous)@300-303@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",300,303
1,1,8,0,1,"(anonymous)@304-304@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",304,304
1,1,8,0,1,"(anonymous)@359-359@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",359,359
45,14,372,2,65,"_searchGraph@296-360@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_searchGraph","_searchGraph ( query , k )",296,360
4,1,18,0,4,"(anonymous)@365-368@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",365,368
1,1,8,0,1,"(anonymous)@369-369@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",369,369
6,1,50,2,9,"_findNearest@363-371@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_findNearest","_findNearest ( query , k )",363,371
4,1,25,0,4,"(anonymous)@381-384@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",381,384
1,1,8,0,1,"(anonymous)@385-385@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",385,385
14,5,129,1,20,"_pruneConnections@374-393@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_pruneConnections","_pruneConnections ( vectorId )",374,393
13,6,94,1,16,"_removeFromGraph@396-411@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_removeFromGraph","_removeFromGraph ( vectorId )",396,411
1,1,11,0,1,"(anonymous)@416-416@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",416,416
1,1,1,0,1,"(anonymous)@422-422@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",422,422
1,1,11,0,1,"(anonymous)@422-422@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",422,422
12,1,111,0,12,"serialize@414-425@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","serialize","serialize ( )",414,425
1,1,10,0,1,"(anonymous)@433-433@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",433,433
1,1,10,0,1,"(anonymous)@439-439@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",439,439
2,1,18,0,2,"(anonymous)@439-440@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",439,440
12,7,121,2,16,"deserialize@428-443@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","deserialize","deserialize ( data , config )",428,443
7,1,38,1,7,"constructor@451-457@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","constructor","constructor ( config )",451,457
26,4,151,0,31,"initialize@459-489@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","initialize","initialize ( )",459,489
24,7,184,1,32,"embed@491-522@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","embed","embed ( text )",491,522
1,1,9,0,1,"(anonymous)@527-527@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",527,527
1,1,7,0,1,"(anonymous)@530-530@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",530,530
1,1,7,0,1,"(anonymous)@533-533@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",533,533
10,4,71,1,11,"embedBatch@524-534@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","embedBatch","embedBatch ( texts )",524,534
10,3,112,1,12,"_fallbackEmbed@537-548@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_fallbackEmbed","_fallbackEmbed ( text )",537,548
15,1,65,0,15,"constructor@571-585@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","constructor","constructor ( )",571,585
20,2,177,1,32,"initialize@587-618@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","initialize","initialize ( sessionId null )",587,618
28,4,236,3,42,"storePattern@621-662@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","storePattern","storePattern ( strategy , domain , metadata )",621,662
1,1,11,0,1,"(anonymous)@674-674@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",674,674
1,1,11,0,1,"(anonymous)@679-679@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",679,679
1,1,8,0,1,"(anonymous)@683-683@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",683,683
5,2,28,0,5,"(anonymous)@685-689@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",685,689
11,2,71,0,11,"(anonymous)@692-702@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",692,702
25,3,215,3,50,"searchPatterns@665-714@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","searchPatterns","searchPatterns ( query , k , includeShortTerm true )",665,714
10,3,59,2,14,"recordPatternUsage@717-730@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","recordPatternUsage","recordPatternUsage ( patternId , success true )",717,730
37,4,211,1,50,"_checkPromotion@733-782@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_checkPromotion","_checkPromotion ( patternId )",733,782
12,4,74,3,14,"_updatePatternUsage@785-798@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_updatePatternUsage","_updatePatternUsage ( patternId , table , success true )",785,798
42,5,332,0,58,"consolidate@801-858@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","consolidate","consolidate ( )",801,858
16,1,94,0,18,"exportSession@861-878@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","exportSession","exportSession ( )",861,878
22,3,127,0,24,"getStats@881-904@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","getStats","getStats ( )",881,904
18,5,136,0,21,"_loadIndexes@907-927@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_loadIndexes","_loadIndexes ( )",907,927
1,1,4,0,1,"(anonymous)@941-941@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",941,941
14,3,102,0,18,"_pruneShortTerm@930-947@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_pruneShortTerm","_pruneShortTerm ( )",930,947
4,1,27,1,4,"_getState@950-953@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_getState","_getState ( key )",950,953
6,1,31,2,6,"_setState@955-960@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_setState","_setState ( key , value )",955,960
10,3,102,2,10,"_cosineSimilarity@963-972@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_cosineSimilarity","_cosineSimilarity ( a , b )",963,972
6,2,26,0,6,"close@975-980@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","close","close ( )",975,980
12,5,104,1,22,"_bufferToFloat32Array@984-1005@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","_bufferToFloat32Array","_bufferToFloat32Array ( buffer )",984,1005
84,16,601,0,99,"main@1012-1110@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","main","main ( )",1012,1110
4,1,20,0,4,"(anonymous)@1140-1143@.\.claude\helpers\learning-service.mjs",".\.claude\helpers\learning-service.mjs","(anonymous)","(anonymous)",1140,1143
9,3,43,0,10,"loadMemory@13-22@.\.claude\helpers\memory.js",".\.claude\helpers\memory.js","loadMemory","loadMemory ( )",13,22
4,1,36,1,4,"saveMemory@24-27@.\.claude\helpers\memory.js",".\.claude\helpers\memory.js","saveMemory","saveMemory ( memory )",24,27
6,2,44,1,6,"get :@30-35@.\.claude\helpers\memory.js",".\.claude\helpers\memory.js","get :","get : ( key )",30,35
11,2,68,2,11,"set :@37-47@.\.claude\helpers\memory.js",".\.claude\helpers\memory.js","set :","set : ( key , value )",37,47
10,2,52,1,10,"delete@49-58@.\.claude\helpers\memory.js",".\.claude\helpers\memory.js","delete","delete ( key )",49,58
4,1,18,0,4,"clear@60-63@.\.claude\helpers\memory.js",".\.claude\helpers\memory.js","clear","clear ( )",60,63
1,1,8,0,1,"(anonymous)@67-67@.\.claude\helpers\memory.js",".\.claude\helpers\memory.js","(anonymous)","(anonymous)",67,67
6,1,43,0,6,"keys@65-70@.\.claude\helpers\memory.js",".\.claude\helpers\memory.js","keys","keys ( )",65,70
91,12,250,0,103,"initDatabase@31-133@.\.claude\helpers\metrics-db.mjs",".\.claude\helpers\metrics-db.mjs","initDatabase","initDatabase ( )",31,133
5,1,30,0,5,"persist@138-142@.\.claude\helpers\metrics-db.mjs",".\.claude\helpers\metrics-db.mjs","persist","persist ( )",138,142
18,9,137,1,19,"walk@151-169@.\.claude\helpers\metrics-db.mjs",".\.claude\helpers\metrics-db.mjs","walk","walk ( currentDir )",151,169
7,1,34,2,27,"countFilesAndLines@147-173@.\.claude\helpers\metrics-db.mjs",".\.claude\helpers\metrics-db.mjs","countFilesAndLines","countFilesAndLines ( dir , ext )",147,173
15,11,169,1,22,"calculateModuleProgress@185-206@.\.claude\helpers\metrics-db.mjs",".\.claude\helpers\metrics-db.mjs","calculateModuleProgress","calculateModuleProgress ( moduleDir )",185,206
10,3,66,2,11,"checkSecurityFile@211-221@.\.claude\helpers\metrics-db.mjs",".\.claude\helpers\metrics-db.mjs","checkSecurityFile","checkSecurityFile ( filename , minLines )",211,221
15,2,91,0,17,"countProcesses@226-242@.\.claude\helpers\metrics-db.mjs",".\.claude\helpers\metrics-db.mjs","countProcesses","countProcesses ( )",226,242
1,1,1,0,1,"(anonymous)@290-290@.\.claude\helpers\metrics-db.mjs",".\.claude\helpers\metrics-db.mjs","(anonymous)","(anonymous)",290,290
1,2,12,0,1,"(anonymous)@290-290@.\.claude\helpers\metrics-db.mjs",".\.claude\helpers\metrics-db.mjs","(anonymous)","(anonymous)",290,290
